ORF,Gene,Control Median,Control STD,Control Localization,Repeat 1 Median,Repeat 1 STD,Repeat 1 Localization,Repeat 2 Median,Repeat 2 STD,Repeat 2 Localization,DTT Median,DTT STD,DTT FoldChange,DTT Localization,H2O2 Median,H2O2 STD,H2O2 FoldChange,H2O2 Localization,Starvation Median,Starvation STD,Starvation FoldChange,Starvation Localization,Description
YPR099C,YPR099C,13.11,3.659781767,below threshold,13.540321,3.556511246,below threshold,12.6928525,3.695347804,below threshold,17.53,7.46,1.33,cytosol,16.99,3.37,1.29,cytosol,18.25,3.78,1.39,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene MRPL51/YPR100W"
YML103C,NUP188,14.42,3.729385913,below threshold,13.549256,3.351308545,below threshold,15.3062285,3.854376938,below threshold,17.98,5.33,1.24,cytosol,15.73,3.39,1.09,cytosol,16.99,6.97,1.17,cytosol,"Subunit of the nuclear pore complex (NPC), involved in the structural organization of the complex and of the nuclear envelope, also involved in nuclear envelope permeability, interacts with Pom152p and Nic96p"
YLR396C,VPS33,14.78,4.761541503,below threshold,13.56,4.888971087,below threshold,16.012049,4.237701469,below threshold,14.13,5.2,0.95,cytosol,15.28,3.25,1.03,cytosol,17.41,6.74,1.17,cytosol,ATP-binding protein that is a subunit of the HOPS complex and the CORVET tethering complex; essential for membrane docking and fusion at both the Golgi-to-endosome and endosome-to-vacuole stages of protein transport
YHR153C,SPO16,15.16,3.522306917,below threshold,13.561042,3.161028447,below threshold,16.767478,3.279584153,below threshold,15.46,5.56,1.01,cytosol,16.77,3.83,1.1,cytosol,20,3.69,1.31,cytosol,Meiosis-specific protein involved in synaptonemal complex assembly; implicated in regulation of crossover formation; required for sporulation
YLR089C,ALT1,14.33,3.311041068,below threshold,13.575648,3.289154597,below threshold,15.100636,3.190265762,below threshold,16.16,5.27,1.12,cytosol,11.87,2.67,0.82,cytosol,23.54,19.54,1.64,cytosol,"Alanine transaminase (glutamic pyruvic transaminase); involved in alanine biosynthetic and catabolic processes; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YBR124W,YBR124W,14.91,4.417597325,below threshold,13.590933,4.716626571,below threshold,16.239748,3.13048498,below threshold,16.68,6.74,1.11,cytosol,14.91,2.94,0.99,cytosol,14.98,6.15,1,cytosol,Putative protein of unknown function
YDL160C,DHH1,14.38,3.738058909,below threshold,13.632411,3.830525838,below threshold,15.142858,3.59234132,below threshold,14.98,5.97,1.04,cytosol,16.11,3.27,1.12,cytosol,15.63,5.32,1.08,cytosol,"Cytoplasmic DExD/H-box helicase, stimulates mRNA decapping, coordinates distinct steps in mRNA function and decay, interacts with both the decapping and deadenylase complexes, may have a role in mRNA export and translation"
YOR381W,FRE3,14.08,4.105033813,below threshold,13.638418,3.849303965,below threshold,14.547208,4.274175807,below threshold,15.53,5.18,1.1,cytosol,15.58,3,1.1,cytosol,16.75,6.19,1.18,cytosol,"Ferric reductase, reduces siderophore-bound iron prior to uptake by transporters; expression induced by low iron levels"
YBR262C,AIM5,14.45,4.079448784,below threshold,13.6390885,4.344202787,below threshold,15.288889,3.618284569,below threshold,17.22,7.32,1.19,cytosol,16.02,4.09,1.1,cytosol,18.24,8.85,1.26,cytosol,"Protein of unknown function; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss"
YDR256C,CTA1,14.15,3.951967866,below threshold,13.643478,4.354487172,below threshold,14.661355,3.23215574,below threshold,18.53,9.84,1.3,cytosol,17.52,3.48,1.23,cytosol,18.73,6.47,1.32,cytosol,"Catalase A, breaks down hydrogen peroxide in the peroxisomal matrix formed by acyl-CoA oxidase (Pox1p) during fatty acid beta-oxidation"
YLR365W,YLR365W,14.11,3.543116043,below threshold,13.6478295,3.4346659,below threshold,14.58919,3.587772798,below threshold,16.54,6.13,1.17,cytosol,14.85,3.35,1.05,cytosol,20.04,8.44,1.41,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps dubious gene YLR364C-A; YLR365W is not an essential gene"
YOR366W,YOR366W,14.26,3.405854336,below threshold,13.66113,3.34215537,below threshold,14.867582,3.400860934,below threshold,16.56,5.15,1.16,cytosol,16.38,3.16,1.14,cytosol,16.94,7.81,1.18,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YOR365C"
YDR102C,YDR102C,14.51,3.679401726,below threshold,13.662394,3.911708629,below threshold,15.379113,3.36548954,below threshold,15.48,6.4,1.06,cytosol,16.87,3.51,1.16,cytosol,15.89,6.21,1.09,cytosol,Dubious open reading frame; homozygous diploid deletion strain exhibits high budding index
YLR018C,POM34,13.17,3.591465278,below threshold,13.666667,3.568493548,below threshold,12.693227,3.565032077,below threshold,15.18,4.84,1.15,cytosol,13.62,2.92,1.03,cytosol,18.55,3.46,1.4,cytosol,Integral membrane protein of the nuclear pore; has an important role in maintaining the architecture of the pore complex
YJL023C,PET130,14.24,3.563210163,below threshold,13.6738505,3.311753617,below threshold,14.8147435,3.666283999,below threshold,17.87,5.42,1.25,cytosol,18.29,3.23,1.28,cytosol,25.79,5.76,1.81,cytosol,"Protein required for respiratory growth; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YNL338W,YNL338W,13.54,3.725730248,below threshold,13.678572,3.768286214,below threshold,13.417062,3.695921165,below threshold,18.05,5.9,1.33,cytosol,16.3,3.68,1.2,cytosol,15.26,6.11,1.12,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps TEL14L-XC, which is Telomeric X element Core sequence on the left arm of Chromosome XIV"
YJR157W,YJR157W,15.33,4.113847958,below threshold,13.6827825,4.162596989,below threshold,16.992754,3.428634382,below threshold,17.2,7.02,1.12,cytosol,17.22,3.16,1.12,cytosol,14.99,4.92,0.97,cytosol,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YDR290W,YDR290W,14.3,4.197550568,below threshold,13.684211,4.211005223,below threshold,14.940239,4.112232223,below threshold,16.86,6.06,1.17,cytosol,16.61,4.55,1.16,cytosol,16.7,6,1.16,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RTT103"
YNL095C,YNL095C,14.07,4.455767754,below threshold,13.6904765,4.479608156,below threshold,14.456124,4.40288074,below threshold,14.3,5.72,1.01,cytosol,15.49,3.47,1.1,cytosol,17.34,6.52,1.23,cytosol,Putative protein of unknown function predicted to contain a transmembrane domain; YNL095C is not an essential gene
YJL198W,PHO90,13.94,4.104816371,below threshold,13.703667,4.345320078,below threshold,14.183207,3.690358156,below threshold,15.04,4.83,1.07,cytosol,14.43,2.87,1.03,cytosol,16.61,3.28,1.19,cytosol,"Low-affinity phosphate transporter; deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth"
YEL074W,YEL074W,14.4,3.662645943,below threshold,13.7156395,3.452039669,below threshold,15.096447,3.958144077,below threshold,16.8,5.41,1.16,cytosol,14.73,2.98,1.02,cytosol,17.49,9.1,1.21,cytosol,Hypothetical protein
YPR021C,AGC1,14.36,3.833814397,below threshold,13.736111,3.52224625,below threshold,14.996451,4.089894027,below threshold,14.58,4.8,1.01,cytosol,15.3,3.48,1.06,cytosol,17.84,6.26,1.24,cytosol,"Mitochondrial amino acid transporter, acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis"
YPR046W,MCM16,15.48,5.395710949,below threshold,13.738532,5.250569747,below threshold,17.242424,5.260429539,below threshold,17.68,8.92,1.14,cytosol,18.73,4.82,1.2,cytosol,25.25,8.2,1.63,cytosol,Protein involved in kinetochore-microtubule mediated chromosome segregation; binds to centromere DNA
YIL086C,YIL086C,13.98,4.269067448,below threshold,13.741627,3.901167701,below threshold,14.230314,4.429661432,below threshold,15.94,5.6,1.14,cytosol,15.62,3.19,1.11,cytosol,14.1,3.01,1,cytosol,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YIL013C,PDR11,14.66,3.721494151,below threshold,13.742815,3.281196048,below threshold,15.599797,3.808309228,below threshold,16.74,5.88,1.14,cytosol,16.11,2.4,1.09,cytosol,16.43,2.03,1.12,cytosol,"ATP-binding cassette (ABC) transporter, multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromisedregulated by Pdr1p; required for anaerobic growth"
YPR014C,YPR014C,13.79,3.76007902,below threshold,13.7494005,3.958442038,below threshold,13.842349,3.594043193,below threshold,18.5,6.58,1.34,cytosol,15.96,3.26,1.15,cytosol,16.89,8.59,1.22,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YPR014C is not an essential gene"
YPR074W-A,YPR074W-A,14.73,4.419329644,below threshold,13.7640445,3.862553175,below threshold,15.710345,4.738186346,below threshold,16.84,5.53,1.14,cytosol,16.49,2.92,1.11,cytosol,14.87,4.45,1,cytosol,Hypothetical protein identified by homology
YAR020C,PAU7,13.54,3.990439044,below threshold,13.766461,4.282999677,below threshold,13.3281465,3.709916088,below threshold,17.14,6.74,1.26,cytosol,15.72,3.12,1.16,cytosol,15.68,6.05,1.15,cytosol,"Member of the seripauperin multigene family, active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme"
YEL049W,PAU2,13.22,4.037530801,below threshold,13.7669945,3.295861742,below threshold,12.684615,4.553112604,below threshold,16.93,6.1,1.28,cytosol,15.63,3.99,1.18,cytosol,17.11,8.02,1.29,cytosol,"Member of the seripauperin multigene family encoded mainly in subtelomeric regions, active during alcoholic fermentation, regulated by anaerobiosis, negatively regulated by oxygen, repressed by heme"
YPR177C,YPR177C,14.3,3.677487695,below threshold,13.7830955,3.500571221,below threshold,14.834146,3.746139642,below threshold,16.48,5.68,1.15,cytosol,16.88,3.59,1.17,cytosol,16.78,8.07,1.17,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the 5' end of the essential PRP4 gene encoding a component of the U4/U6-U5 snRNP complex"
YDL051W,LHP1,14.28,3.760471826,below threshold,13.790698,3.832399031,below threshold,14.789855,3.690040946,below threshold,16.31,5.42,1.14,cytosol,13.27,3.47,0.92,cytosol,22.41,7.97,1.56,cytosol,RNA binding protein required for maturation of tRNA and U6 snRNA precursors; acts as a molecular chaperone for RNAs transcribed by polymerase III; homologous to human La (SS-B) autoantigen
YBR023C,CHS3,13.4,3.351099019,below threshold,13.791262,3.298473513,below threshold,13.020968,3.375432735,below threshold,16.7,6.25,1.24,cytosol,16.58,3.15,1.23,cytosol,15.22,6.26,1.13,cytosol,"Chitin synthase III, catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for synthesis of the majority of cell wall chitin, the chitin ring during bud emergence, and spore wall chitosan"
YFL067W,YFL067W,14.59,3.961640649,below threshold,13.801688,3.867460807,below threshold,15.389629,3.933729106,below threshold,14.57,4.6,0.99,cytosol,13.78,3.36,0.94,cytosol,16.98,5.76,1.16,cytosol,"Protein of unknown function, down-regulated at low calcium levels"
YDL217C,TIM22,14.55,4.920291351,below threshold,13.810811,5.100930038,below threshold,15.293333,4.580065401,below threshold,14.9,4.69,1.02,cytosol,14.53,2.72,0.99,cytosol,16.72,5.83,1.14,cytosol,Essential core component of the mitochondrial TIM22 complex involved in insertion of polytopic proteins into the inner membrane; forms the channel through which proteins are imported
YJL143W,TIM17,13.04,4.34274535,below threshold,13.823171,4.501710191,below threshold,12.2778135,3.81232035,below threshold,15.51,5,1.18,cytosol,13.49,3.99,1.03,cytosol,18.13,5.17,1.38,cytosol,"Essential subunit of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); with Tim23p, contributes to the architecture and function of the import channel; may link the import motor to the core TIM23 complex"
YOL161C,PAU20,14.52,3.771318506,below threshold,13.823864,3.798052688,below threshold,15.236315,3.602619479,below threshold,18.48,5.91,1.27,cytosol,16.7,3.87,1.14,cytosol,16.02,5.86,1.1,cytosol,"Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions; expression induced by low temperature and also by anaerobic conditions; induced during alcoholic fermentation"
YGL259W,YPS5,13.52,4.261582878,below threshold,13.82408,4.371431709,below threshold,13.2371895,4.135702549,below threshold,15.27,4.66,1.12,cytosol,13.5,3.43,0.99,cytosol,16.63,5.83,1.22,cytosol,Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p
YBR296C,PHO89,15.04,4.196549818,below threshold,13.845161,4.468987059,below threshold,16.25238,3.451463741,below threshold,14.51,4.44,0.96,cytosol,16.26,3.08,1.08,cytosol,22.37,8.57,1.48,cytosol,"Na+/Pi cotransporter, active in early growth phase; similar to phosphate transporters of Neurospora crassa; transcription regulated by inorganic phosphate concentrations and Pho4p"
YDR149C,YDR149C,16.82,4.630908924,below threshold,13.84649,3.121973839,below threshold,19.819923,3.8184343,cytosol,18.39,7.69,1.09,cytosol,14.4,3.52,0.85,cytosol,16.39,3.56,0.97,cytosol,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene NUM1; null mutation blocks anaerobic growth"
YGR294W,PAU12,14.45,4.07665425,below threshold,13.868421,3.775896403,below threshold,15.043956,4.240337784,below threshold,19.52,5.93,1.35,cytosol,15.79,3.37,1.09,cytosol,17.32,7.37,1.19,cytosol,"Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions"
YBR209W,YBR209W,14.46,4.067062421,below threshold,13.872146,4.163010491,below threshold,15.0528855,3.861935766,below threshold,16.77,5.19,1.15,cytosol,15.34,3.46,1.06,cytosol,22.2,8.71,1.53,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YBR209W is not an essential gene"
YLR311C,YLR311C,14.42,3.34320985,below threshold,13.880499,3.323952806,below threshold,14.961111,3.281479191,below threshold,15.95,5.5,1.1,cytosol,15.68,3.14,1.08,cytosol,16.85,7.55,1.16,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YDR273W,DON1,13.81,3.468491947,below threshold,13.8820455,3.268970787,below threshold,13.744589,3.573283973,below threshold,17.23,5.95,1.24,cytosol,19.12,3.85,1.38,cytosol,27.13,7.55,1.96,cytosol,"Meiosis-specific component of the spindle pole body, part of the leading edge protein (LEP) coat, forms a ring-like structure at the leading edge of the prospore membrane during meiosis II"
YBR024W,SCO2,13.49,3.853527399,below threshold,13.882184,4.269978216,below threshold,13.112,3.11004282,below threshold,13.11,4.19,0.97,cytosol,14.57,2.67,1.08,cytosol,13.79,2.24,1.02,cytosol,"Protein anchored to the mitochondrial inner membrane, similar to Sco1p and may have a redundant function with Sco1p in delivery of copper to cytochrome c oxidase; interacts with Cox2p"
