Protein Description,Probability Score,PSMs,Unique Peptides,"TMT-130 Intensity0 min","TMT-126 Intensity30 min","TMT-127 Intensity60 min","TMT-128 Intensity90 min","TMT-129 Intensity120 min","TMT-131 Intensity240 min",Quantified PSMs,Quantified Unique Peptides
"YGR240C PFK1 SGDID:S000003472, Chr VII from 973739-970776, reverse complement, Verified ORF, ""Alpha subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes""",0,411,61,127854560,118146404.3,118583631.7,124122723.8,125974192.5,113599631.5,179,42
"YGL195W GCN1 SGDID:S000003163, Chr VII from 131531-139549, Verified ORF, ""Positive regulator of the Gcn2p kinase activity, forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",0,167,50,47404990.35,43580264.35,46357321.1,46583425.46,46127881.22,41562105.15,67,27
"YGL245W GUS1 SGDID:S000003214, Chr VII from 39023-41149, Verified ORF, ""Glutamyl-tRNA synthetase (GluRS), forms a complex with methionyl-tRNA synthetase (Mes1p) and Arc1p; complex formation increases the catalytic efficiency of both tRNA synthetases and ensures their correct localization to the cytoplasm""",0,278,52,105096796.2,108676081.5,113431592.3,108917366.2,110876539.8,104296360.9,147,34
"YLR354C TAL1 SGDID:S000004346, Chr XII from 837356-836349, reverse complement, Verified ORF, ""Transaldolase, enzyme in the non-oxidative pentose phosphate pathway; converts sedoheptulose 7-phosphate and glyceraldehyde 3-phosphate to erythrose 4-phosphate and fructose 6-phosphate""",0,146,29,105147374.9,97690426.67,101243072.9,104330046.1,105941140.4,99345942.34,87,23
"YBR084W MIS1 SGDID:S000000288, Chr II from 411048-413975, Verified ORF, ""Mitochondrial C1-tetrahydrofolate synthase, involved in interconversion between different oxidation states of tetrahydrofolate (THF); provides activities of formyl-THF synthetase, methenyl-THF cyclohydrolase, and methylene-THF dehydrogenase""",0,89,34,20342334.33,20131412.56,18973683.83,18516366.67,18388385.26,19473879.06,31,13
"YFL022C FRS2 SGDID:S000001872, Chr VI from 95008-93497, reverse complement, Verified ORF, ""Alpha subunit of cytoplasmic phenylalanyl-tRNA synthetase, forms a tetramer with Frs1p to form active enzyme; evolutionarily distant from mitochondrial phenylalanyl-tRNA synthetase based on protein sequence, but substrate binding is similar""",0,113,25,33277136.12,31081858.17,30983603.36,31132304.48,32013982.5,29652125.61,54,20
"YJL034W KAR2 SGDID:S000003571, Chr X from 381321-383369, Verified ORF, ""ATPase involved in protein import into the ER, also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p""",0,315,42,115342740,116539770.8,113527420.4,115548007.4,113067740.4,104933447.9,160,34
"YER043C SAH1 SGDID:S000000845, Chr V from 237118-235769, reverse complement, Verified ORF, ""S-adenosyl-L-homocysteine hydrolase, catabolizes S-adenosyl-L-homocysteine which is formed after donation of the activated methyl group of S-adenosyl-L-methionine (AdoMet) to an acceptor""",0,293,31,152418239.7,159748876.7,145765789.6,144756820.9,138944907,146517355.7,153,35
"YGL008C PMA1 SGDID:S000002976, Chr VII from 482671-479915, reverse complement, Verified ORF, ""Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; part of the P2 subgroup of cation-transporting ATPases""",0,1075,43,235510087.1,226672037,208985106.9,206721491.9,206589847.5,236160466.5,504,46
"YML045W-A YML045W-A SGDID:S000007381, Chr XIII from 184461-185783, transposable_element_gene, ""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag""",0,267,22,0,0,0,0,0,0,1,1
"YOR151C RPB2 SGDID:S000005677, Chr XV from 616672-612998, reverse complement, Verified ORF, ""RNA polymerase II second largest subunit B150, part of central core; similar to bacterial beta subunit""",0,81,34,18438724.04,17550530.07,19029732.8,18966345,18634719.59,18867925.2,29,17
"YJR145C RPS4A SGDID:S000003906, Chr X from 703058-703045,702788-702017, reverse complement, Verified ORF, ""Protein component of the small (40S) ribosomal subunit; mutation affects 20S pre-rRNA processing; identical to Rps4Bp and has similarity to rat S4 ribosomal protein""",0,633,29,190660229.1,201416449.8,189713070.7,196992470.6,193525592.4,209270780.8,310,32
"YJL014W CCT3 SGDID:S000003551, Chr X from 407551-409155, Verified ORF, ""Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo""",0,122,39,40703471.6,39480745.72,39853954.83,40499798,38684240.63,36738274.82,56,21
"YGR254W ENO1 SGDID:S000003486, Chr VII from 1000932-1002245, Verified ORF, ""Enolase I, a phosphopyruvate hydratase that catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression is repressed in response to glucose""",0,3067,42,11327440.28,12403849.56,14559759.76,19721399.27,26934893.96,35831490.52,59,8
"YKL182W FAS1 SGDID:S000001665, Chr XI from 100676-106831, Verified ORF, ""Beta subunit of fatty acid synthetase, which catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase, dehydratase, enoyl reductase, malonyl transacylase, and palmitoyl transacylase activities""",0,534,97,186668232.7,170277583.4,170487952.4,164741024.7,162010602.1,150437423,233,76
"YIL078W THS1 SGDID:S000001340, Chr IX from 212496-214700, Verified ORF, ""Threonyl-tRNA synthetase, essential cytoplasmic protein""",0,190,47,95980062.79,96153258.6,96077942.69,93907914.84,92550153.23,93937386.47,100,34
"YHR179W OYE2 SGDID:S000001222, Chr VIII from 462502-463704, Verified ORF, ""Widely conserved NADPH oxidoreductase containing flavin mononucleotide (FMN), homologous to Oye3p with slight differences in ligand binding and catalytic properties; may be involved in sterol metabolism""",0,216,33,46655133.58,50438037.6,48026712.65,46335507.43,43047867.78,44810909.43,110,24
"YKR001C VPS1 SGDID:S000001709, Chr XI from 442365-440251, reverse complement, Verified ORF, ""Dynamin-like GTPase required for vacuolar sorting; also involved in actin cytoskeleton organization, late Golgi-retention of some proteins, regulating peroxisome biogenesis""",0,105,31,25517800.15,25761654.99,27890970.99,29853565.85,29316454,29555833.35,45,23
"YER025W GCD11 SGDID:S000000827, Chr V from 205250-206833, Verified ORF, ""Gamma subunit of the translation initiation factor eIF2, involved in the identification of the start codon; binds GTP when forming the ternary complex with GTP and tRNAi-Met""",0,141,27,59151025.29,55765611.73,58199182.15,57658565.67,57235585.48,57381202.18,75,25
"YPL019C VTC3 SGDID:S000005940, Chr XVI from 517016-514509, reverse complement, Verified ORF, ""Vacuolar membrane protein involved in vacuolar polyphosphate accumulation; functions as a regulator of vacuolar H+-ATPase activity and vacuolar transporter chaperones; involved in non-autophagic vacuolar fusion""",0,145,39,71356581.24,67966790.57,63397510.18,60183850.93,58617315.35,53768897.97,74,25
"YBR121C GRS1 SGDID:S000000325, Chr II from 483361-481358, reverse complement, Verified ORF, ""Cytoplasmic and mitochondrial glycyl-tRNA synthase that ligates glycine to the cognate anticodon bearing tRNA; transcription termination factor that may interact with the 3'-end of pre-mRNA to promote 3'-end formation""",0,240,45,61750911.62,60288364.01,58384301.49,61143881.87,59993397.73,57101977.19,105,30
"YDR341C YDR341C SGDID:S000002749, Chr IV from 1153621-1151798, reverse complement, Verified ORF, ""Arginyl-tRNA synthetase, proposed to be cytoplasmic but the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",0,188,37,65214835.54,61929634.72,62603758.95,63551902.66,64925692.55,62934050.02,75,25
"YNL064C YDJ1 SGDID:S000005008, Chr XIV from 507098-505869, reverse complement, Verified ORF, ""Protein chaperone involved in regulation of the HSP90 and HSP70 functions; involved in protein translocation across membranes; member of the DnaJ family""",0,150,26,46057896.25,44952416.47,46749517.37,46819986.02,44512615.37,36554646.68,68,23
"YFR053C HXK1 SGDID:S000001949, Chr VI from 255036-253579, reverse complement, Verified ORF, ""Hexokinase isoenzyme 1, a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves the hexokinase Hxk2p""",0,183,31,8316045.205,11605259.45,22806732.74,31453557.86,39205264.96,41361457.9,81,26
"YKL029C MAE1 SGDID:S000001512, Chr XI from 384368-382359, reverse complement, Verified ORF, ""Mitochondrial malic enzyme, catalyzes the oxidative decarboxylation of malate to pyruvate, which is a key intermediate in sugar metabolism and a precursor for synthesis of several amino acids""",0,100,26,18729574.58,18180238.55,16421208.59,16530623.42,15509899.19,15844129.4,32,16
"YDL140C RPO21 SGDID:S000002299, Chr IV from 210562-205361, reverse complement, Verified ORF, ""RNA polymerase II largest subunit B220, part of central core; phosphorylation of C-terminal heptapeptide repeat domain regulates association with transcription and splicing factors; similar to bacterial beta-prime""",0,74,36,12461535.68,13023586.13,13315969.9,13133915.95,12517406.06,13794129.57,20,13
"YBR079C RPG1 SGDID:S000000283, Chr II from 398271-395377, reverse complement, Verified ORF, ""Subunit of the core complex of translation initiation factor 3(eIF3), essential for translation; part of a subcomplex (Prt1p-Rpg1p-Nip1p) that stimulates binding of mRNA and tRNA(i)Met to ribosomes""",0,178,48,75992178.86,77002801.26,76582314.69,74933448.55,72414623.28,76505791.91,75,29
"YGR061C ADE6 SGDID:S000003293, Chr VII from 615969-611893, reverse complement, Verified ORF, ""Formylglycinamidine-ribonucleotide (FGAM)-synthetase, catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway""",0,203,42,82933483.27,79569845.4,76003712.67,75049702.1,71676737.3,65635674.38,82,29
"YMR205C PFK2 SGDID:S000004818, Chr XIII from 674765-671886, reverse complement, Verified ORF, ""Beta subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes""",0,261,44,76963617.78,72973880.52,75421986.36,79938280.08,82218432.36,79707366.77,118,32
"YKL035W UGP1 SGDID:S000001518, Chr XI from 369534-371033, Verified ORF, ""UDP-glucose pyrophosphorylase (UGPase), catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP, involved in a wide variety of metabolic pathways, expression modulated by Pho85p through Pho4p""",0,122,29,19092693.81,22829600.27,29318796.66,33018586.94,34251569.83,37499434.52,49,22
"YGL207W SPT16 SGDID:S000003175, Chr VII from 98973-102080, Verified ORF, ""Subunit of the heterodimeric FACT complex (Spt16p-Pob3p), facilitates RNA Polymerase II transcription elongation through nucleosomes by destabilizing and then reassembling nucleosome structure""",0,83,27,32148463.61,31400784.56,33192721.91,34976423.66,33927378.23,35116191.97,36,18
"YGR162W TIF4631 SGDID:S000003394, Chr VII from 824064-826922, Verified ORF, ""Translation initiation factor eIF4G, subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); associates with the poly(A)-binding protein Pab1p, also interacts with eIF4A (Tif1p); homologous to Tif4632p""",0,81,26,22410072.78,22628561.52,21824104.43,20727406.78,19213422.67,21042598.58,32,18
"YGR155W CYS4 SGDID:S000003387, Chr VII from 798548-800071, Verified ORF, ""Cystathionine beta-synthase, catalyzes the synthesis of cystathionine from serine and homocysteine, the first committed step in cysteine biosynthesis; mutations in the human ortholog cause homocystinuria""",0,353,48,137555661.7,145757809.6,138672522.7,139007955.7,138993415.8,144096531.5,179,45
"YJR109C CPA2 SGDID:S000003870, Chr X from 632931-629575, reverse complement, Verified ORF, ""Large subunit of carbamoyl phosphate synthetase, which catalyzes a step in the synthesis of citrulline, an arginine precursor""",0,155,44,36515273.95,35145879.29,39305188.08,50030199.04,55158443.99,68989887.44,56,22
"YPL231W FAS2 SGDID:S000006152, Chr XVI from 108652-114315, Verified ORF, ""Alpha subunit of fatty acid synthetase, which catalyzes the synthesis of long-chain saturated fatty acids; contains beta-ketoacyl reductase and beta-ketoacyl synthase activities; phosphorylated""",0,518,94,202763428.5,193713503.2,193983654.4,188621612.6,185757905.8,180643450.5,242,80
"YLR044C PDC1 SGDID:S000004034, Chr XII from 234082-232391, reverse complement, Verified ORF, ""Major of three pyruvate decarboxylase isozymes, key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde; subject to glucose-, ethanol-, and autoregulation; involved in amino acid catabolism""",0,2953,43,876642592.5,811574763.7,817489230.7,827278566.4,854041598.8,850098996.1,1688,45
"YLR304C ACO1 SGDID:S000004295, Chr XII from 737550-735214, reverse complement, Verified ORF, ""Aconitase, required for the tricarboxylic acid (TCA) cycle and also independently required for mitochondrial genome maintenance; phosphorylated; component of the mitochondrial nucleoid; mutation leads to glutamate auxotrophy""",0,159,38,50052025.93,50037932.45,49052205.33,50922374.14,52928295.3,65093547.81,69,26
"YLR259C HSP60 SGDID:S000004249, Chr XII from 665004-663286, reverse complement, Verified ORF, ""Tetradecameric mitochondrial chaperonin required for ATP-dependent folding of precursor polypeptides and complex assembly; prevents aggregation and mediates protein refolding after heat shock; role in mtDNA transmission; phosphorylated""",0,327,47,149782741.5,151864757.3,145600075.9,144889011.7,141837556,130947850.5,143,39
"YAL038W CDC19 SGDID:S000000036, Chr I from 71787-73289, Verified ORF, ""Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration""",0,2608,55,619096021.9,600180029.2,565325819.4,568264588.4,567912186.6,529853960.6,1439,68
"YJR045C SSC1 SGDID:S000003806, Chr X from 521594-519630, reverse complement, Verified ORF, ""Mitochondrial matrix ATPase, subunit of the presequence translocase-associated protein import motor (PAM) and of SceI endonuclease; involved in protein folding and translocation into the matrix; phosphorylated; member of HSP70 family""",0,373,55,181537873,185741999.5,180741800.2,182227630.2,181564768.9,181101259.2,184,38
"YBR011C IPP1 SGDID:S000000215, Chr II from 257973-257110, reverse complement, Verified ORF, ""Cytoplasmic inorganic pyrophosphatase (PPase), homodimer that catalyzes the rapid exchange of oxygens from Pi with water, highly expressed and essential for viability, active-site residues show identity to those from E. coli PPase""",0,372,21,79802903.27,77054476.02,77070125.61,78831462.03,80385947.93,74514945.51,155,17
"YML070W DAK1 SGDID:S000004535, Chr XIII from 133475-135229, Verified ORF, ""Dihydroxyacetone kinase, required for detoxification of dihydroxyacetone (DHA); involved in stress adaptation""",0,117,28,29973110.89,32839415.95,50329677.46,63783326.92,66930165.51,67700674.38,51,17
