Protein IDs,Protein name,Gene name,Uniprot,Peptides,Razor Peptides,Unique Peptides,Sequence Coverage [%],Mol. Weight [kDa],PEP,Intensity Exp1,Intensity Exp2,Intensity Exp3,,
YDL126C,Cell division control protein 48,CDC48;YDL126C,P25694,26,26,26,45.3,92.0,0.0E+00,5.7E+08,4.8E+08,1.6E+08,,
YIL051C,"Isoleucine biosynthesis and maintenance of intact mitochondria 1;Maintenance of mitochondrial function 1;Protein MMF1, mitochondrial",IBM1;MMF1;YIL051C,P40185,8,8,8,80.7,15.9,2.2E-281,4.2E+08,4.1E+08,1.6E+08,,
YOR198C,Brefeldin A resistance protein 1;Nuclear segregation protein BFR1,BFR1;YOR198C,P38934,37,37,37,62.3,54.6,0.0E+00,6.2E+08,2.6E+08,1.6E+08,,
YOR375C,NADP-dependent glutamate dehydrogenase 1;NADP-specific glutamate dehydrogenase 1,GDH1;URE1;YOR375C,P07262;Q08899,21,21,16,79.1,49.6,0.0E+00,3.7E+08,3.8E+08,1.6E+08,,
YGR037C,Acyl-CoA-binding protein,ACB;ACB1;YGR037C,P31787;Q45U46,8,8,8,80.5,10.1,1.0E-173,4.6E+08,2.7E+08,1.6E+08,,
YDL075W,60S ribosomal protein L31-A;60S ribosomal protein L31-B;L34;YL28,D2478;RPL31A;RPL31B;RPL34;RPL34A;RPL34B;YDL075W;YLR406C,P04649;P0C2H8;Q3E7B8,7,7,1,68.1,13.0,6.3E-166,1.4E+09,6.0E+08,1.6E+08,,
YML028W,Cytoplasmic thiol peroxidase 1;Peroxiredoxin TSA1;PRP;Thiol-specific antioxidant protein 1;Thioredoxin peroxidase,TPX1;TSA;TSA1;YML028W;ZRG14,P34760,9,7,7,78.1,21.6,7.2E-262,5.1E+08,2.0E+08,1.6E+08,,
YJL167W,Dimethylallyltranstransferase;Farnesyl diphosphate synthase;Farnesyl pyrophosphate synthase;Geranyltranstransferase,BOT3;ERG20;FDS1;FPP1;J0525;YJL167W,P08524;P15495,21,21,21,60.2,40.5,0.0E+00,5.7E+08,3.3E+08,1.6E+08,,
YHR203C;YJR145C,40S ribosomal protein S4;Protein component of the small (40S) ribosomal subunit; identical to Rps4Ap and has similarity to rat S4 ribosomal protein;RP5;S7;YS6,J2186;RPS4A;RPS4B;RPS7A;RPS7B;YHR203C;YJR145C,D3DLF2;P05753,20,20,20,80.8,29.4,7.2E-284,3.0E+09,1.3E+09,1.5E+08,,
YDR023W,"Serine--tRNA ligase;Seryl-tRNA synthetase, cytoplasmic;Seryl-tRNA(Ser/Sec) synthetase",SERS;SES1;YD9813.01;YDR023W,P07284,22,22,22,58.2,53.3,0.0E+00,6.4E+08,3.8E+08,1.5E+08,,
YLR304C,"Aconitate hydratase, mitochondrial;Citrate hydro-lyase",ACO1;GLU1;L8003.22;YLR304C,P19414,35,35,33,54.9,85.4,0.0E+00,5.3E+08,4.5E+08,1.5E+08,,
YLR167W;YLL039C,40S ribosomal protein S31;CEP76;S37;Ubiquitin;YS24,L9470.14;RPL40A;RPL40B;RPS31;RPS37;SCD2;UBI1;UBI2;UBI3;UBI4;YIL148W;YKR094C;YLL039C;YLR167W,P04838;P05759;P14800;P61864;Q6LA96,11,11,7,66.4,17.2,8.6E-263,1.7E+09,4.4E+08,1.5E+08,,
YJR123W,40S ribosomal protein S5;RP14;S2;YS8,J2045;RPS2;RPS5;YJR123W,P26783,10,10,10,42.2,25.0,7.4E-199,3.7E+08,5.2E+08,1.5E+08,,
YCL030C,Histidine biosynthesis trifunctional protein;Histidinol dehydrogenase;Phosphoribosyl-AMP cyclohydrolase;Phosphoribosyl-ATP pyrophosphohydrolase,HIS4;YCL030C;YCL183;YCL30C,P00815,28,28,28,52.8,87.7,0.0E+00,1.5E+08,3.0E+08,1.5E+08,,
YML126C,3-hydroxy-3-methylglutaryl coenzyme A synthase;Hydroxymethylglutaryl-CoA synthase,ERG13;HMGS;YM4987.09C;YML126C,P54839,18,18,18,38.1,55.0,0.0E+00,5.3E+08,3.0E+08,1.5E+08,,
YBR127C,Vacuolar proton pump subunit B;V-ATPase 57 kDa subunit;V-type proton ATPase subunit B,VAT2;VMA2;YBR1002;YBR127C,P16140;P32123,17,17,17,47.4,57.7,2.9E-195,4.6E+08,5.4E+08,1.5E+08,,
YJR139C,Homoserine dehydrogenase,HOM6;J2132;YJR139C,P31116,23,23,23,88,38.5,0.0E+00,1.0E+09,5.5E+08,1.5E+08,,
YJL026W,Ribonucleoside-diphosphate reductase small chain 1;Ribonucleotide reductase R2 subunit 1;Ribonucleotide reductase small subunit 1,CRT6;J1271;RNR2;YJL026W,P09938,13,13,13,41.4,46.1,0.0E+00,2.8E+08,6.3E+08,1.5E+08,,
YHR021C;YKL156W,40S ribosomal protein S27-A;40S ribosomal protein S27-B;Ribosomal protein S27;RP61;YS20,RPS27A;RPS27B;YHR021C;YKL156W,D3DKW6;P35997;P38711,2,2,2,37.8,8.9,1.5E-37,7.9E+08,4.4E+08,1.5E+08,,
YER103W,Heat shock protein SSA4;Putative uncharacterized protein,SSA4;YER103W,D3DM10;P22202,24,18,15,51.6,69.7,0.0E+00,6.1E+07,1.4E+08,1.4E+08,,
YDL136W;YDL191W,60S ribosomal protein L35,D1249;D2170;RPL35A;RPL35B;SOS1;SOS2;YDL136W;YDL191W,P39741;P39930,8,8,8,55.8,13.9,4.7E-102,1.8E+09,7.1E+08,1.4E+08,,
YHL015W,40S ribosomal protein S20;Protein component of the small (40S) ribosomal subunit; overproduction suppresses mutations affecting RNA polymerase III-dependent transcription; has similarity to E. coli S10 and rat S20 ribosomal proteins,RPS20;URP2;YHL015W,D3DKP7;P38701,13,13,13,74.4,13.9,0.0E+00,1.3E+09,9.4E+08,1.4E+08,,
YNL135C,FK506-binding protein 1;Peptidyl-prolyl cis-trans isomerase;Rapamycin-binding protein,FKB1;FPR1;N1213;N1845;RBP1;YNL135C,P20081,7,7,7,92.1,12.2,3.0E-208,6.2E+08,4.9E+08,1.4E+08,,
YOR317W,Fatty acid activator 1;Long-chain acyl-CoA synthetase 1;Long-chain-fatty-acid--CoA ligase 1,FAA1;O6136;YOR317W,P30624,29,29,28,47.6,77.9,0.0E+00,4.7E+08,1.9E+07,1.4E+08,,
YNL134C,Uncharacterized protein YNL134C,N1214;N1847;YNL134C,P53912,18,18,16,58.8,41.2,0.0E+00,1.6E+08,1.2E+08,1.4E+08,,
YGR234W,Flavohemoglobin;Flavohemoprotein;Hemoglobin-like protein;Nitric oxide dioxygenase,G8572;YGR234W;YHB;YHB1,P39676;Q6B1W6;Q9C1R6,19,19,19,72.9,44.6,0.0E+00,2.5E+08,1.6E+08,1.4E+08,,
YFL014W,12 kDa heat shock protein;Glucose and lipid-regulated protein,GLP1;HOR5;HSP12;YFL014W,P22943;Q8X145,9,9,9,77.1,11.7,3.2E-105,4.5E+08,5.1E+08,1.4E+08,,
YOR020C,"10 kDa chaperonin;10 kDa heat shock protein, mitochondrial",CPN10;HSP10;OR26.10;YOR020C,P38910,5,5,5,74.5,11.4,6.7E-126,3.2E+08,1.2E+08,1.4E+08,,
YOL058W,Argininosuccinate synthase;Citrulline--aspartate ligase,ARG1;O1228;YOL058W,P22768,11,11,11,43.8,46.9,4.9E-101,2.1E+07,4.9E+07,1.4E+08,,
YHR179W,NADPH dehydrogenase 2;Old yellow enzyme 2;Oye2p,OYE2;YHR179W,D3DLC8;Q03558,14,14,14,30.2,45.0,7.9E-265,3.8E+08,2.4E+08,1.3E+08,,
YBL076C,"Isoleucine--tRNA ligase;Isoleucyl-tRNA synthetase, cytoplasmic",ILS1;YBL0734;YBL076C,P09436,50,50,50,57.3,123.0,0.0E+00,6.8E+08,4.0E+08,1.3E+08,,
YGR085C;YPR102C,60S ribosomal protein L11-A;60S ribosomal protein L11-B;L16;RP39;YL22,P8283.14;RP39A;RP39B;RPL11A;RPL11B;RPL16A;RPL16B;YGR085C;YPR102C,P06380;P0C0W9;Q3E757,10,10,10,64.4,19.7,4.5E-95,1.4E+09,8.7E+08,1.3E+08,,
YBL072C;YER102W,40S ribosomal protein S8;Ribosomal protein S8;RP19;S14;YS9,RPS14A;RPS14B;RPS8A;RPS8B;YBL06.05;YBL0613;YBL072C;YER102W,A2TBM0;A2TBP0;D3DM09;P05754;P22801,8,8,8,50,22.5,4.5E-128,9.2E+08,8.6E+08,1.3E+08,,
YJL153C,Inositol-3-phosphate synthase;Myo-inositol-1-phosphate synthase,INO1;J0610;YJL153C,P11986,11,11,11,27.8,59.6,3.6E-273,0.0E+00,0.0E+00,1.3E+08,,
YNL160W,GP38;Protein YGP1,N1731;YGP1;YNL160W,P38616,10,10,10,35.6,37.3,0.0E+00,3.4E+08,3.3E+08,1.3E+08,,
YOL109W,Protein ZEO1;Zeocin resistance protein 1,O0738;YOL109W;ZEO1,Q08245,22,22,22,83.2,12.6,0.0E+00,1.3E+09,1.3E+08,1.3E+08,,
YDR064W,40S ribosomal protein S13;S27a;YS15,D4252;RPS13;RPS13C;YD9609.18;YDR064W,P05756,8,8,8,63.6,17.0,3.6E-202,8.7E+08,3.1E+08,1.3E+08,,
YNR016C,Acetyl-CoA carboxylase;Biotin carboxylase,ACC1;FAS3;N3175;YNR016C,Q00955,68,68,66,39.4,250.4,0.0E+00,1.6E+09,7.2E+08,1.3E+08,,
YJR016C,"2,3-dihydroxy acid hydrolyase;Dihydroxy-acid dehydratase, mitochondrial",ILV3;J1450;YJR016C,P39522,21,21,21,47.2,62.9,0.0E+00,4.7E+08,4.9E+08,1.3E+08,,
YNL037C,"Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial;Isocitric dehydrogenase;NAD(+)-specific ICDH",IDH1;N2690;YNL037C,P28834,11,11,11,56.1,39.3,9.8E-245,1.1E+08,1.2E+08,1.3E+08,,
YJL080C,Protein HX;Protein SCP160,HX;J1017;SCP160;YJL080C,P06105,65,65,65,67.9,134.8,0.0E+00,1.1E+09,5.9E+08,1.3E+08,,
YLR061W,60S ribosomal protein L22-A;L1c;RP4;YL31,L2168;RPL22A;YLR061W,P05749,5,5,4,76,13.7,1.1E-226,7.4E+08,4.5E+08,1.3E+08,,
YGL123W,40S ribosomal protein S2;Omnipotent suppressor protein SUP44;RP12;S4;YS5,G2893;RPS2;RPS4;SUP38;SUP44;YGL123W,P25443,15,15,15,80.3,27.4,0.0E+00,2.4E+09,9.3E+08,1.3E+08,,
YBR221C,"Pyruvate dehydrogenase complex component E1 beta;Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDB1;YBR1511;YBR221C,P32473,7,7,7,35,40.1,1.0E-56,8.4E+07,6.8E+07,1.2E+08,,
YHR008C,"Superoxide dismutase;Superoxide dismutase [Mn], mitochondrial",SOD2;YHR008C,D3DKV3;P00447,12,12,12,78.5,25.8,0.0E+00,1.4E+08,1.3E+08,1.2E+08,,
YGR094W,"Valine--tRNA ligase;Valyl-tRNA synthetase, mitochondrial",VAS1;YGR094W,P07806,43,43,43,50.1,125.8,0.0E+00,8.8E+08,5.2E+08,1.2E+08,,
YLR153C,Acetate--CoA ligase 2;Acetyl-coenzyme A synthetase 2;Acyl-activating enzyme 2,ACS2;L9634.10;YLR153C,P52910,17,17,17,41,75.5,0.0E+00,3.7E+08,2.9E+08,1.2E+08,,
YBR048W;YDR025W,40S ribosomal protein S11;RP41;S18;YS12,RPS11A;RPS11B;RPS18A;RPS18B;YBR048W;YBR0501;YD9813.03;YDR025W,O11852;P26781,13,13,13,71.2,17.7,7.6E-105,2.3E+09,8.9E+08,1.2E+08,,
YLR028C,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase;AICAR transformylase;ATIC;Bifunctional purine biosynthesis protein ADE16;IMP cyclohydrolase;IMP synthase;Inosinicase;Phosphoribosylaminoimidazolecarboxamide formyltransferase,ADE16;YLR028C,P54113,22,22,18,59.9,65.3,0.0E+00,1.8E+08,1.2E+08,1.2E+08,,
YBL030C,"Adenine nucleotide translocator 2;ADP,ATP carrier protein 2;ADP/ATP translocase 2",AAC2;PET9;YBL030C;YBL0421,P18239,13,13,12,50.6,34.4,0.0E+00,3.4E+08,1.9E+08,1.2E+08,,
YOR027W;REV__YLL016W,Heat shock protein STI1,OR26.17;STI1;YOR027W,P15705,33,33,32,65.7,66.3,0.0E+00,7.1E+08,2.4E+08,1.2E+08,,
YJL136C;YKR057W,40S ribosomal protein S21-A;40S ribosomal protein S21-B;S26;YS25,J0664;RPS21A;RPS21B;RPS25;RPS25A;RPS25B;RPS26A;RPS26B;YJL136C;YKR057W,P05760;P0C0V8;Q3E754,5,5,5,66.7,9.8,5.0E-72,1.1E+09,5.7E+08,1.1E+08,,
YGL105W,GU4 nucleic-binding protein 1;P42;Protein ARC1,ARC1;G3085;G4P1;YGL105W,P46672,22,22,22,71,42.1,0.0E+00,3.6E+08,2.5E+08,1.1E+08,,
YFR031C-A;YIL018W,60S ribosomal protein L2;L5;RP8;YL6,RPL2A;RPL2B;RPL5A;RPL5B;YFR031BC;YFR031C-A;YIL018W,P05736,12,12,12,73.6,27.4,2.9E-146,3.6E+08,5.2E+08,1.1E+08,,
YGL103W,60S ribosomal protein L28;L27a;L29;RP44;RP62;YL24,CYH2;RPL28;YGL103W,P02406,10,10,10,60.4,16.7,1.3E-105,2.6E+09,6.0E+08,1.1E+08,,
YOR230W,Transcriptional modulator WTM1,WTM1;YOR230W;YOR50-20,O00041;Q12363,15,15,15,54.7,48.4,0.0E+00,1.9E+08,4.6E+08,1.1E+08,,
YGL026C,Tryptophan synthase,TRP5;YGL026C,P00931,31,31,31,66.1,76.6,0.0E+00,6.2E+08,4.3E+08,1.1E+08,,
YFL022C,Phenylalanine--tRNA ligase alpha chain;Phenylalanyl-tRNA synthetase alpha chain,FRS2;YFL022C,P15625,24,24,24,58.3,57.5,0.0E+00,3.6E+08,2.1E+08,1.1E+08,,
YGL030W,60S ribosomal protein L30;L32;RP73;YL38,RPL30;RPL32;YGL030W,P14120,8,8,8,81.9,11.4,2.5E-242,7.6E+08,3.9E+08,1.1E+08,,
YMR226C;REV__YOR198C;YPL177C,Homeobox protein CUP9;Uncharacterized oxidoreductase YMR226C,CUP9;YM9959.08C;YMR226C;YPL177C,P41817;Q05016,15,15,15,76.8,29.2,0.0E+00,3.6E+08,8.8E+07,1.1E+08,,
YDR258C,"Heat shock protein 78, mitochondrial",HSP78;YD9320A.08C;YDR258C,P33416;Q12137,21,21,21,30.7,91.3,6.3E-265,2.0E+07,7.0E+07,1.1E+08,,
YOR335C,"Alanine--tRNA ligase;Alanyl-tRNA synthetase, cytoplasmic",ALA1;YOR335C,P40825,48,48,48,55.4,107.3,0.0E+00,1.0E+09,3.7E+08,1.1E+08,,
YJR104C,Superoxide dismutase [Cu-Zn],J1968;SOD1;YJR104C,P00445;Q68HB2,8,8,8,60.4,15.9,1.2E-84,7.2E+08,3.0E+08,1.0E+08,,
YDL066W;YNL009W,"IDP;Isocitrate dehydrogenase [NADP];Isocitrate dehydrogenase [NADP], mitochondrial;NADP(+)-specific ICDH;Oxalosuccinate decarboxylase",IDP1;IDP3;N2870;YDL066W;YNL009W,P21954;P53982,18,18,18,52.8,48.2,1.7E-275,1.8E+08,1.3E+08,1.0E+08,,
YLR197W,Nucleolar protein 56;Ribosome biosynthesis protein SIK1;Suppressor of I kappa b protein 1,L8167.9;NOP56;SIK1;YLR197W,Q12460,22,22,20,60.5,56.9,0.0E+00,4.4E+08,2.3E+08,1.0E+08,,
YHR019C,"Asparagine--tRNA ligase;Asparaginyl-tRNA synthetase, cytoplasmic;Cytosolic asparaginyl-tRNA synthetase, required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA",DED81;YHR019C,D3DKW4;P38707,20,20,20,44,62.2,0.0E+00,3.8E+08,2.2E+08,1.0E+08,,
YKL035W,UDP-glucose pyrophosphorylase;UTP--glucose-1-phosphate uridylyltransferase,UGP1;YKL035W;YKL248,P32861,21,21,21,54.9,56.0,0.0E+00,4.8E+08,3.6E+08,1.0E+08,,
YMR105C,Glucose phosphomutase 2;Phosphoglucomutase-2,GAL5;PGM2;YM9718.04C;YMR105C,P37012,35,35,32,71.5,63.1,0.0E+00,9.7E+07,5.3E+08,1.0E+08,,
YHR193C,"Alpha subunit of the heteromeric nascent polypeptide-associated complex (NAC) involved in protein sorting and translocation, associated with cytoplasmic ribosomes;Alpha-NAC;GAL4 DNA-binding enhancer protein 2;Nascent polypeptide-associated complex subunit alpha",EGD2;YHR193C,D3DLE1;P38879,11,11,11,63.8,18.7,1.3E-304,2.7E+08,3.3E+08,1.0E+08,,
YBR121C,Diadenosine tetraphosphate synthetase;Glycine--tRNA ligase 1;Glycyl-tRNA synthetase 1,GRS1;YBR0917;YBR121C,P38088,34,34,34,61.8,75.4,0.0E+00,9.7E+08,3.0E+08,1.0E+08,,
YGR209C,Thioredoxin II;Thioredoxin-1;Thioredoxin-2,G7746;TRX1;TRX2;YGR209C,P22803,9,9,7,84.6,11.2,0.0E+00,2.7E+08,3.6E+08,1.0E+08,,
YGR118W;YPR132W,40S ribosomal protein S23;RP37;S28;YS14,G6178;P9659.9;RPS23A;RPS23B;RPS28A;RPS28B;YGR118W;YPR132W,P32827,11,11,11,69.7,16.0,2.1E-115,1.6E+09,4.3E+08,9.9E+07,,
YPR145W,Asparagine synthetase [glutamine-hydrolyzing] 1;Glutamine-dependent asparagine synthetase 1,ASN1;P9659.3;YPR145W,P49089,22,22,17,54.4,64.5,0.0E+00,5.3E+08,3.5E+08,9.9E+07,,
YDR127W,3-dehydroquinate dehydratase;3-dehydroquinate synthase;3-phosphoshikimate 1-carboxyvinyltransferase;5-enolpyruvylshikimate-3-phosphate synthase;Pentafunctional AROM polypeptide;Shikimate dehydrogenase;Shikimate kinase,ARO1;AROM;YD9302.02;YDR127W,P08566,56,56,56,46.7,174.8,0.0E+00,2.1E+08,2.8E+08,9.8E+07,,
YDR342C;YDR343C,High-affinity hexose transporter HXT6,D9651.11;D9651.12;HXT6;HXT7;YDR342C;YDR343C,P39003;P39004,9,9,9,22.3,62.7,0.0E+00,2.4E+07,2.0E+08,9.8E+07,,
YGR086C,Sphingolipid long chain base-responsive protein PIL1,PIL1;YGR086C,P53252,8,7,7,39.8,38.3,3.8E-179,2.1E+08,8.9E+07,9.7E+07,,
YLL024C,Heat shock protein SSA2,L0931;SSA2;YLL024C,P10592,40,12,12,70.4,69.5,0.0E+00,7.9E+08,7.5E+08,9.7E+07,,
YBL045C,"Complex III subunit 1;Core protein I;Cytochrome b-c1 complex subunit 1, mitochondrial;Ubiquinol-cytochrome-c reductase complex core protein 1",COR1;QCR1;YBL0403;YBL045C,P07256,15,15,15,44.2,50.2,0.0E+00,1.1E+08,9.3E+07,9.6E+07,,
YMR120C,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase;AICAR transformylase;ATIC;Bifunctional purine biosynthesis protein ADE17;IMP cyclohydrolase;IMP synthase;Inosinicase;Phosphoribosylaminoimidazolecarboxamide formyltransferase,ADE17;YM8564.02C;YMR120C,P38009,21,17,17,64,65.3,0.0E+00,1.0E+08,1.0E+08,9.6E+07,,
YKL210W,Ubiquitin-activating enzyme E1 1,UBA1;YKL210W,P22515,39,39,39,55.8,114.3,0.0E+00,3.3E+08,3.3E+08,9.5E+07,,
YPL004C,Sphingolipid long chain base-responsive protein LSP1,LSP1;YPL004C,Q12230,12,12,11,40.8,38.1,0.0E+00,5.0E+08,2.2E+08,9.5E+07,,
YBL002W;YDR224C,Histone H2B.1;Histone H2B.2;Suppressor of Ty protein 12,H2B1;H2B2;HTB1;HTB2;SPT12;YBL002W;YBL0104;YD9934.09C;YDR224C,P02293;P02294,7,7,7,64.9,14.2,3.1E-65,3.3E+08,2.3E+08,9.3E+07,,
YPL160W,"Leucine--tRNA ligase;Leucyl-tRNA synthetase, cytoplasmic",CDC60;P2564;YPL160W,P26637,52,52,50,65.5,124.1,0.0E+00,1.3E+09,7.6E+08,9.3E+07,,
YNR034W-A,Uncharacterized protein YNR034W-A,YNR034W-A,Q3E841,9,9,9,91.8,10.8,1.0E-159,2.4E+07,3.5E+08,9.3E+07,,
YPL143W,60S ribosomal protein L33-A;L37;RP47;YL37,LPI4W;P2625;RPL33A;RPL37A;YPL143W,P05744,8,8,1,71,12.2,3.3E-194,2.1E+09,7.5E+08,9.2E+07,,
YNL079C,Tropomyosin-1,N2332;TPM1;YNL079C,P17536;Q45TY1,15,15,15,57.3,23.5,0.0E+00,2.6E+08,1.8E+08,9.2E+07,,
YOL154W,Protein ZPS1,AOB249;YOL154W;ZPS1,Q12512,3,3,3,16.9,27.6,1.1E-88,0.0E+00,0.0E+00,9.1E+07,,
YJR105W,Adenosine kinase,ADO1;J1973;YJR105W,P47143,14,14,14,60.3,36.4,0.0E+00,9.6E+08,2.9E+08,9.1E+07,,
YJR109C,"Arginine-specific carbamoyl-phosphate synthetase, ammonia chain;Carbamoyl-phosphate synthase arginine-specific large chain",CPA2;J2002;YJR109C,P03965,25,24,24,33.5,123.9,0.0E+00,1.4E+08,8.6E+07,9.0E+07,,
YPL028W,Acetoacetyl-CoA thiolase;Acetyl-CoA acetyltransferase;Ergosterol biosynthesis protein 10,ERG10;LPB3;YPL028W,P41338,17,17,17,68.6,41.7,0.0E+00,4.0E+08,3.1E+08,8.9E+07,,
YLR027C,"Aspartate aminotransferase, cytoplasmic;Transaminase A",AAT2;ASP5;L1746;YLR027C,P23542,23,23,23,79.2,46.1,0.0E+00,3.8E+08,2.1E+08,8.7E+07,,
YMR297W,Carboxypeptidase Y;Carboxypeptidase YSCY,PRC1;YMR297W,P00729,12,12,12,35.9,59.8,0.0E+00,8.0E+07,1.2E+08,8.7E+07,,
YHR010W;YDR471W,60S ribosomal protein L27;60S ribosomal protein L27-A;60S ribosomal protein L27-B,D8035.14;RPL27;RPL27A;RPL27B;YDR471W;YHR010W,D3DKV5;P0C2H6;P0C2H7;P38706,9,9,9,64.7,15.5,1.7E-204,2.8E+09,8.4E+08,8.6E+07,,
YOL127W,60S ribosomal protein L25;RP16L;YL25;YP42',RPL25;YOL127W,P04456,11,11,11,65.5,15.8,2.6E-199,1.8E+09,8.1E+08,8.5E+07,,
YBR109C,Calmodulin,CMD1;YBR0904;YBR109C,P06787,5,5,5,37.4,16.1,1.4E-204,2.5E+08,8.8E+07,8.4E+07,,
YMR205C,6PF-1-K subunit beta;6-phosphofructokinase subunit beta;Phosphofructokinase 2;Phosphohexokinase,PFK2;YM8325.06C;YMR205C,P16862,22,22,22,40.9,104.6,0.0E+00,4.7E+08,6.4E+08,8.3E+07,,
YEL026W,"13 kDa ribonucleoprotein-associated protein;RNA binding protein, part of U3 snoRNP involved in rRNA processing, part of U4/U6-U5 tri-snRNP involved in mRNA splicing, similar to human 15.5K protein;Small nuclear ribonucleoprotein-associated protein 1",SNU13;YEL026W,D3DLM2;P39990,6,6,6,59.5,13.6,4.5E-85,3.1E+08,1.8E+08,8.0E+07,,
YKL150W,Mitochondrial cytochrome b reductase;NADH-cytochrome b5 reductase 2;NADH-cytochrome b5 reductase p32 form;NADH-cytochrome b5 reductase p34 form;p34/p32,MCR1;YKL150W;YKL605,A2TBM9;P36060,16,16,16,69.2,34.1,0.0E+00,1.9E+08,1.6E+08,8.0E+07,,
YLL018C,"Aspartate--tRNA ligase;Aspartyl-tRNA synthetase, cytoplasmic",APS;APS1;DPS1;L1295;YLL018C,P04802,22,22,22,45.1,63.5,0.0E+00,6.1E+08,2.8E+08,8.0E+07,,
YOL143C,"6,7-dimethyl-8-ribityllumazine synthase;Riboflavin synthase beta chain",RIB4;YOL143C,P50861;Q08286,6,6,6,54.4,18.6,1.3E-45,1.7E+08,2.5E+08,7.9E+07,,
YLR325C,60S ribosomal protein L38,L8543.2;RPL38;YLR325C,P49167,7,7,7,73.1,8.8,2.8E-93,7.6E+08,3.2E+08,7.8E+07,,
YNL220W,Adenylosuccinate synthetase;IMP--aspartate ligase,ADE12;N1290;YNL220W,P80210,21,21,21,63.7,48.3,0.0E+00,1.3E+08,1.7E+08,7.8E+07,,
YLR432W,Probable inosine-5'-monophosphate dehydrogenase IMD3,IMD3;L9753.4;YLR432W,P50095,19,19,9,52.2,56.6,0.0E+00,3.9E+08,2.3E+08,7.8E+07,,
YBL027W;YBR084C-A;REV__YKR086W,60S ribosomal protein L19;L23;RP15L;RP33;YL14,RPL19A;RPL19B;RPL23A;RPL23B;YBL027W;YBL0424;YBR084BC;YBR084C-A;YL14A;YL14B,P05735,8,8,8,47.1,21.7,1.1E-42,3.0E+09,9.5E+08,7.7E+07,,
YML128C,Meiotic sister chromatid recombination protein 1,MSC1;YM4987.07C;YML128C,Q03104,26,26,26,57.7,59.6,0.0E+00,7.9E+07,1.4E+08,7.6E+07,,
YBR079C,"Eukaryotic translation initiation factor 3 110 kDa subunit homolog;Eukaryotic translation initiation factor 3 subunit A;Translation initiation factor eIF3, p110 subunit homolog",RPG1;TIF32;YBR0734;YBR079C,P38249,43,43,43,46.9,110.3,0.0E+00,2.9E+08,1.8E+08,7.5E+07,,
YNL071W,"Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex;Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial;Pyruvate dehydrogenase complex component E2",LAT1;N2374;PDA2;YNL071W,P12695,16,16,16,36.5,51.8,4.2E-287,3.9E+08,2.0E+08,7.5E+07,,
YOL151W,Genes de respuesta a estres protein 2;NADPH-dependent methylglyoxal reductase GRE2,GRE2;YOL151W,Q12068,9,9,9,42.4,38.2,4.7E-101,1.4E+07,8.1E+06,7.5E+07,,
YBR039W,"ATP synthase subunit gamma, mitochondrial;F-ATPase gamma subunit",ATP3;ATP3a;ATP3b;YBR039W;YBR0408,P38077;Q54AF5;Q76MT6,14,14,14,50.5,34.4,0.0E+00,2.5E+08,9.2E+07,7.4E+07,,
YGL206C,Clathrin heavy chain,CHC1;YGL206C,P22137,58,58,58,53.2,187.2,0.0E+00,3.5E+08,4.7E+08,7.4E+07,,
YGL202W,Aromatic amino acid aminotransferase 1;Aromatic amino acid aminotransferase I;Aromatic amino acid-requiring protein 8,ARO8;YGL202W,P53090,23,23,23,74.8,56.2,0.0E+00,5.7E+08,3.2E+08,7.3E+07,,
YBR189W,40S ribosomal protein S9-B;RP21;S13;YP28;YS11,RPS13B;RPS9B;SUP46;YBR1317;YBR189W,P05755,13,13,2,60,22.3,4.2E-225,6.9E+08,3.9E+08,7.3E+07,,
YIL125W,"2-oxoglutarate dehydrogenase complex component E1;2-oxoglutarate dehydrogenase, mitochondrial;Alpha-ketoglutarate dehydrogenase",KGD1;OGD1;YIL125W,P20967,25,25,25,35.4,114.4,0.0E+00,1.8E+08,1.2E+08,7.3E+07,,
YBR025C,Obg-like ATPase 1;Uncharacterized GTP-binding protein OLA1,OLA1;YBR025C;YBR0309,P38219,22,22,22,61.4,44.2,0.0E+00,5.5E+08,2.7E+08,7.3E+07,,
YLR367W;YJL190C,40S ribosomal protein S22-A;40S ribosomal protein S22-B;RP50;S24;YP58;YS22,J0355;L8039.6;RPS22A;RPS22B;RPS24;RPS24A;RPS24B;YJL190C;YLR367W,P04648;P0C0W1;Q3E7Y3,7,7,7,61.5,14.6,1.1E-168,1.9E+09,8.5E+08,7.3E+07,,
YOL055C;YPR121W,Hydroxymethylpyrimidine kinase;Hydroxymethylpyrimidine phosphate kinase;Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI20;Thiamine biosynthesis protein THI22,O1239;THI20;THI22;YOL055C;YPR121W,Q05664;Q06490;Q08224;Q6B2F0,12,12,9,26.7,61.3,2.9E-206,3.0E+06,8.1E+05,7.3E+07,,
